creator_id,topic,recent_video_transcript,posting_cadence_days,views_90d,clicks,leads,qualified_leads,enrollments,refunds,geography,language,category_tag,click_rate,lead_rate,qualification_rate,enrollment_rate
C698,Machine Learning;Productivity,Complete Python tutorial for data science beginners with practical examples,0.6,1325,23,1,1,0,0,INDIA,English,tutorial,0.017358490566037735,0.043478260869565216,1.0,0.0
C699,Cooking,Gaming industry insights and career opportunities,2.2,4440,64,2,1,0,0,INDIA,English,deep-dive,0.014414414414414415,0.03125,0.5,0.0
C700,AI Tools;Fitness,Career roadmap for aspiring data scientists in 2024,6.5,1807,44,2,1,0,0,INDIA,English,advanced;practical;how-to,0.024349750968456003,0.045454545454545456,0.5,0.0
C701,Fitness,UI/UX design principles for beginners,9.3,12046,205,6,1,0,0,INDIA,English,deep-dive,0.017018097293707454,0.02926829268292683,0.16666666666666666,0.0
C702,Programming,Feature engineering techniques for better machine learning models,10.4,9563,196,14,8,3,0,INDIA,English,deep-dive,0.02049566035762836,0.07142857142857142,0.5714285714285714,0.375
C703,Career Advice,SQL essentials for data analysis - from basics to advanced queries,12.2,31222,700,40,26,8,0,INDIA,English,deep-dive,0.022420088399205687,0.05714285714285714,0.65,0.3076923076923077
C704,SQL,Machine learning fundamentals explained with real-world projects,6.5,1145,18,1,1,0,0,INDIA,English,tutorial,0.01572052401746725,0.05555555555555555,1.0,0.0
C705,Cooking;Programming,Cryptocurrency basics and investment strategies,8.9,77649,906,46,22,5,0,INDIA,English,case-study,0.011667890120928795,0.05077262693156733,0.4782608695652174,0.22727272727272727
C706,Analytics,Complete Python tutorial for data science beginners with practical examples,1.1,34723,707,53,21,8,0,INDIA,English,review;practical,0.020361143910376408,0.07496463932107496,0.39622641509433965,0.38095238095238093
C707,Finance;Statistics,Personal finance tips for young professionals in India,6.7,7356,128,5,2,0,0,INDIA,English,how-to;case-study,0.017400761283306143,0.0390625,0.4,0.0
C708,Crypto,Budget travel guide across India,12.0,7559,75,2,1,0,0,INDIA,English,case-study,0.009921947347532743,0.02666666666666667,0.5,0.0
C709,Cooking,Digital marketing strategies for small businesses,0.8,2744,34,1,1,0,0,INDIA,English,how-to,0.01239067055393586,0.029411764705882353,1.0,0.0
C710,EdTech,SQL essentials for data analysis - from basics to advanced queries,1.8,97073,2901,189,102,34,4,INDIA,English,interview,0.029884725927909923,0.06514994829369183,0.5396825396825397,0.3333333333333333
C711,Productivity;Programming,Digital marketing strategies for small businesses,2.7,5479,100,3,1,0,0,INDIA,English,practical;advanced,0.018251505749224312,0.03,0.3333333333333333,0.0
C712,SQL,SQL essentials for data analysis - from basics to advanced queries,13.2,100000,2765,200,112,43,6,INDIA,English,how-to,0.02765,0.07233273056057866,0.56,0.38392857142857145
C713,Career Advice;Gaming,Machine learning fundamentals explained with real-world projects,12.3,11177,232,17,13,5,0,INDIA,English,tutorial,0.020756911514717723,0.07327586206896551,0.7647058823529411,0.38461538461538464
C714,AI Tools,Career roadmap for aspiring data scientists in 2024,6.0,500,6,1,1,0,0,INDIA,English,tutorial,0.012,0.16666666666666666,1.0,0.0
C715,AI Tools;Marketing,"Statistics for data science - probability, distributions, and hypothesis testing",10.9,4515,111,7,3,1,0,INDIA,English,tips,0.02458471760797342,0.06306306306306306,0.42857142857142855,0.3333333333333333
C716,Statistics;Productivity,SQL essentials for data analysis - from basics to advanced queries,6.2,33709,907,57,28,10,0,INDIA,English,deep-dive;advanced,0.02690676080571954,0.06284454244762955,0.49122807017543857,0.35714285714285715
C717,Analytics,"Statistics for data science - probability, distributions, and hypothesis testing",6.6,4476,72,5,3,1,0,INDIA,English,tutorial;advanced,0.0160857908847185,0.06944444444444445,0.6,0.3333333333333333
C718,Python,Machine learning fundamentals explained with real-world projects,13.6,10487,273,12,9,4,0,INDIA,English,beginner-friendly,0.02603223038047106,0.04395604395604396,0.75,0.4444444444444444
C719,Machine Learning;Design,Breaking into data science without a technical background,12.1,3602,81,5,3,1,0,INDIA,English,beginner-friendly,0.022487506940588563,0.06172839506172839,0.6,0.3333333333333333
C720,EdTech,End-to-end data science project walkthrough from data to deployment,7.1,3520,89,4,1,0,0,INDIA,English,practical;advanced;how-to,0.02528409090909091,0.0449438202247191,0.25,0.0
C721,Travel,Web development trends and best practices,4.7,2057,26,1,1,0,0,INDIA,English,how-to,0.012639766650461837,0.038461538461538464,1.0,0.0
C722,Gaming;EdTech,Web development trends and best practices,12.3,3210,47,1,1,0,0,INDIA,English,deep-dive,0.014641744548286604,0.02127659574468085,1.0,0.0
C723,Crypto;Machine Learning,Digital marketing strategies for small businesses,4.9,2843,49,1,1,0,0,INDIA,English,tips;deep-dive,0.01723531480830109,0.02040816326530612,1.0,0.0
C724,Machine Learning;Finance,Breaking into data science without a technical background,12.4,4750,112,7,5,2,0,INDIA,English,advanced;how-to;case-study,0.023578947368421053,0.0625,0.7142857142857143,0.4
C725,Data Science,Career roadmap for aspiring data scientists in 2024,3.9,11477,228,15,9,4,0,INDIA,English,review;practical;case-study,0.01986581859370916,0.06578947368421052,0.6,0.4444444444444444
C726,AI Tools;Productivity,Breaking into data science without a technical background,6.8,6003,164,9,6,2,0,INDIA,English,interview,0.02731967349658504,0.054878048780487805,0.6666666666666666,0.3333333333333333
C727,Python,Data visualization masterclass using Python matplotlib and seaborn,0.6,5358,150,12,7,2,0,INDIA,English,interview;tips,0.027995520716685332,0.08,0.5833333333333334,0.2857142857142857
C728,Python;Fitness,Feature engineering techniques for better machine learning models,2.2,3985,98,5,2,0,0,INDIA,English,interview,0.024592220828105395,0.05102040816326531,0.4,0.0
C729,Travel,Cryptocurrency basics and investment strategies,10.3,17643,314,14,3,1,0,INDIA,English,beginner-friendly;deep-dive,0.017797426741483876,0.044585987261146494,0.21428571428571427,0.3333333333333333
C730,AI Tools,Feature engineering techniques for better machine learning models,10.1,3821,90,4,1,0,0,INDIA,English,deep-dive;review,0.023554043444124574,0.044444444444444446,0.25,0.0
C731,Programming,Machine learning fundamentals explained with real-world projects,11.8,500,8,1,1,0,0,INDIA,English,advanced;tips,0.016,0.125,1.0,0.0
C732,Machine Learning,Complete Python tutorial for data science beginners with practical examples,9.0,6211,157,9,5,2,0,INDIA,English,how-to,0.025277733054258573,0.05732484076433121,0.5555555555555556,0.4
C733,Programming,"Statistics for data science - probability, distributions, and hypothesis testing",12.1,2807,61,3,1,0,0,INDIA,English,tips,0.02173138582116138,0.04918032786885246,0.3333333333333333,0.0
C734,Travel,Personal finance tips for young professionals in India,10.5,4208,52,1,1,0,0,INDIA,English,review;beginner-friendly;deep-dive,0.012357414448669201,0.019230769230769232,1.0,0.0
C735,AI Tools,Machine learning fundamentals explained with real-world projects,10.8,1242,31,1,1,0,0,INDIA,English,advanced,0.0249597423510467,0.03225806451612903,1.0,0.0
C736,AI Tools;Design,SQL essentials for data analysis - from basics to advanced queries,12.1,6475,171,10,3,1,0,INDIA,English,how-to,0.02640926640926641,0.05847953216374269,0.3,0.3333333333333333
C737,Fitness,Personal finance tips for young professionals in India,5.0,6028,79,3,1,0,0,INDIA,English,tutorial,0.013105507631055077,0.0379746835443038,0.3333333333333333,0.0
C738,Python,Complete Python tutorial for data science beginners with practical examples,7.1,2531,54,2,1,0,0,INDIA,English,how-to,0.02133544053733702,0.037037037037037035,0.5,0.0
C739,SQL;Cooking,Data visualization masterclass using Python matplotlib and seaborn,9.6,1235,28,1,1,0,0,INDIA,English,tutorial,0.022672064777327937,0.03571428571428571,1.0,0.0
C740,Marketing;Career Advice,Budget travel guide across India,11.3,91601,1528,35,12,2,0,INDIA,English,beginner-friendly,0.01668104059999345,0.022905759162303665,0.34285714285714286,0.16666666666666666
C741,EdTech;Fitness,SQL essentials for data analysis - from basics to advanced queries,3.9,9502,274,11,6,2,0,INDIA,English,practical;case-study,0.02883603451904862,0.040145985401459854,0.5454545454545454,0.3333333333333333
C742,Analytics,SQL essentials for data analysis - from basics to advanced queries,0.7,1350,31,1,1,0,0,INDIA,English,how-to,0.022962962962962963,0.03225806451612903,1.0,0.0
C743,AI Tools;Productivity,Machine learning fundamentals explained with real-world projects,9.2,25592,526,37,25,10,0,INDIA,English,advanced,0.0205532979055955,0.07034220532319392,0.6756756756756757,0.4
C744,AI Tools;Productivity,Data visualization masterclass using Python matplotlib and seaborn,5.2,1902,46,3,2,0,0,INDIA,English,how-to;practical,0.024185068349106203,0.06521739130434782,0.6666666666666666,0.0
C745,Fitness,Fitness routines for desk workers,8.7,3184,52,1,1,0,0,INDIA,English,review,0.016331658291457288,0.019230769230769232,1.0,0.0
C746,Programming;Health,Career roadmap for aspiring data scientists in 2024,13.9,3076,76,4,2,0,0,INDIA,English,tips;advanced,0.0247074122236671,0.05263157894736842,0.5,0.0
C747,Analytics,"Statistics for data science - probability, distributions, and hypothesis testing",1.8,12573,336,16,13,5,0,INDIA,English,deep-dive;practical;advanced,0.02672393223574326,0.047619047619047616,0.8125,0.38461538461538464
C748,AI Tools,Essential tools every data scientist should know,5.7,7965,179,9,6,2,0,INDIA,English,how-to,0.022473320778405526,0.05027932960893855,0.6666666666666666,0.3333333333333333
C749,Travel,UI/UX design principles for beginners,3.3,5382,57,2,1,0,0,INDIA,English,advanced,0.010590858416945374,0.03508771929824561,0.5,0.0
C750,EdTech;Web Dev,SQL essentials for data analysis - from basics to advanced queries,11.3,3059,80,4,2,0,0,INDIA,English,review,0.02615233736515201,0.05,0.5,0.0
C751,Finance,Personal finance tips for young professionals in India,7.3,36262,608,18,6,1,0,INDIA,English,advanced;interview,0.01676686338315592,0.029605263157894735,0.3333333333333333,0.16666666666666666
C752,Fitness;Data Science,Personal finance tips for young professionals in India,10.9,1328,16,1,1,0,0,INDIA,English,deep-dive,0.012048192771084338,0.0625,1.0,0.0
C753,EdTech,Feature engineering techniques for better machine learning models,2.2,5237,122,7,4,1,0,INDIA,English,beginner-friendly,0.02329578002673286,0.05737704918032787,0.5714285714285714,0.25
C754,Gaming;EdTech,Personal finance tips for young professionals in India,6.7,15105,196,6,2,0,0,INDIA,English,practical,0.012975835815954982,0.030612244897959183,0.3333333333333333,0.0
C755,Design;Programming,Cryptocurrency basics and investment strategies,11.2,14590,251,9,3,0,0,INDIA,English,interview;advanced,0.017203564084989718,0.035856573705179286,0.3333333333333333,0.0
C756,Cooking;Analytics,Budget travel guide across India,11.7,11258,193,8,2,0,0,INDIA,English,interview,0.017143364718422455,0.04145077720207254,0.25,0.0
C757,Web Dev,Personal finance tips for young professionals in India,1.4,5882,119,5,2,0,0,INDIA,English,interview;how-to,0.02023121387283237,0.04201680672268908,0.4,0.0
C758,Fitness,Healthy cooking recipes for busy professionals,7.8,500,3,1,1,0,0,INDIA,English,tutorial,0.006,0.3333333333333333,1.0,0.0
C759,Marketing,Productivity hacks for remote workers,9.3,1060,8,1,1,0,0,INDIA,English,advanced;tips;how-to,0.007547169811320755,0.125,1.0,0.0
C760,Statistics;Health,"Statistics for data science - probability, distributions, and hypothesis testing",9.1,16807,375,22,13,5,0,INDIA,English,deep-dive;tutorial;review,0.022312131849824477,0.058666666666666666,0.5909090909090909,0.38461538461538464
C761,Machine Learning,Machine learning fundamentals explained with real-world projects,4.0,3522,84,4,2,0,0,INDIA,English,advanced,0.02385008517887564,0.047619047619047616,0.5,0.0
C762,Programming,Breaking into data science without a technical background,9.1,4354,115,8,4,1,0,INDIA,English,tips;how-to;interview,0.02641249425815342,0.06956521739130435,0.5,0.25
C763,Health,Digital marketing strategies for small businesses,12.1,2591,38,1,1,0,0,INDIA,English,tips;beginner-friendly,0.01466615206483983,0.02631578947368421,1.0,0.0
C764,Statistics,Essential tools every data scientist should know,9.3,1386,28,1,1,0,0,INDIA,English,practical;deep-dive,0.020202020202020204,0.03571428571428571,1.0,0.0
C765,Fitness,Cryptocurrency basics and investment strategies,7.2,59137,1023,38,13,3,0,INDIA,English,case-study;how-to;review,0.017298814616906504,0.03714565004887586,0.34210526315789475,0.23076923076923078
C766,AI Tools;Finance,End-to-end data science project walkthrough from data to deployment,2.4,22539,534,25,14,5,0,INDIA,English,how-to;advanced,0.023692266737654732,0.04681647940074907,0.56,0.35714285714285715
C767,Crypto,Budget travel guide across India,8.0,22361,353,11,3,0,0,INDIA,English,how-to;review;tutorial,0.015786413845534635,0.031161473087818695,0.2727272727272727,0.0
C768,EdTech,SQL essentials for data analysis - from basics to advanced queries,5.5,2919,69,4,1,0,0,INDIA,English,deep-dive;case-study,0.023638232271325797,0.057971014492753624,0.25,0.0
C769,Career Advice,Feature engineering techniques for better machine learning models,9.9,9033,275,19,12,5,0,INDIA,English,tips;case-study;interview,0.030443927820214767,0.06909090909090909,0.631578947368421,0.4166666666666667
C770,SQL,End-to-end data science project walkthrough from data to deployment,4.6,9226,150,8,4,1,0,INDIA,English,beginner-friendly;case-study;review,0.016258400173422935,0.05333333333333334,0.5,0.25
C771,Analytics,Machine learning fundamentals explained with real-world projects,2.1,2683,63,3,2,0,0,INDIA,English,tutorial,0.02348117778606038,0.047619047619047616,0.6666666666666666,0.0
C772,Statistics;Web Dev,End-to-end data science project walkthrough from data to deployment,5.7,5541,142,7,5,2,0,INDIA,English,review;advanced,0.0256271431149612,0.04929577464788732,0.7142857142857143,0.4
C773,EdTech,Breaking into data science without a technical background,2.3,2557,53,2,1,0,0,INDIA,English,how-to;practical;review,0.02072741493938209,0.03773584905660377,0.5,0.0
C774,Health;Career Advice,Digital marketing strategies for small businesses,0.7,2001,29,1,1,0,0,INDIA,English,how-to,0.014492753623188406,0.034482758620689655,1.0,0.0
C775,SQL;Fitness,Data visualization masterclass using Python matplotlib and seaborn,10.3,5276,120,8,4,1,0,INDIA,English,advanced,0.022744503411675512,0.06666666666666667,0.5,0.25
C776,Health;SQL,Digital marketing strategies for small businesses,12.1,500,4,1,1,0,0,INDIA,English,deep-dive;tips,0.008,0.25,1.0,0.0
C777,SQL;Cooking,Career roadmap for aspiring data scientists in 2024,5.8,4198,103,6,2,0,0,INDIA,English,case-study,0.024535493091948548,0.05825242718446602,0.3333333333333333,0.0
C778,Machine Learning,End-to-end data science project walkthrough from data to deployment,12.7,27940,755,40,23,7,0,INDIA,English,beginner-friendly;case-study;practical,0.02702219040801718,0.052980132450331126,0.575,0.30434782608695654
C779,Statistics,Complete Python tutorial for data science beginners with practical examples,7.5,3410,95,5,3,1,0,INDIA,English,case-study,0.02785923753665689,0.05263157894736842,0.6,0.3333333333333333
C780,Statistics,SQL essentials for data analysis - from basics to advanced queries,5.9,2799,71,4,2,0,0,INDIA,English,tips;advanced;beginner-friendly,0.02536620221507681,0.056338028169014086,0.5,0.0
C781,Statistics,Breaking into data science without a technical background,1.1,1779,50,2,1,0,0,INDIA,English,practical;deep-dive,0.028105677346824058,0.04,0.5,0.0
C782,Finance,Budget travel guide across India,4.3,1032,8,1,1,0,0,INDIA,English,advanced,0.007751937984496124,0.125,1.0,0.0
C783,EdTech,Data visualization masterclass using Python matplotlib and seaborn,1.4,1324,25,1,1,0,0,INDIA,English,interview;tutorial,0.0188821752265861,0.04,1.0,0.0
C784,Web Dev,Fitness routines for desk workers,10.5,562,6,1,1,0,0,INDIA,English,how-to,0.010676156583629894,0.16666666666666666,1.0,0.0
C785,Gaming,Web development trends and best practices,5.5,4410,91,3,1,0,0,INDIA,English,tips,0.020634920634920634,0.03296703296703297,0.3333333333333333,0.0
C786,Statistics,Data visualization masterclass using Python matplotlib and seaborn,12.5,3102,77,5,2,0,0,INDIA,English,tips;deep-dive;how-to,0.024822695035460994,0.06493506493506493,0.4,0.0
C787,Web Dev,Personal finance tips for young professionals in India,10.7,1752,32,1,1,0,0,INDIA,English,tips,0.0182648401826484,0.03125,1.0,0.0
C788,Statistics,End-to-end data science project walkthrough from data to deployment,12.0,15974,389,26,13,4,0,INDIA,English,practical;beginner-friendly,0.024352072117190433,0.06683804627249357,0.5,0.3076923076923077
C789,Career Advice;Gaming,SQL essentials for data analysis - from basics to advanced queries,7.3,18395,436,27,18,6,0,INDIA,English,deep-dive,0.02370209296004349,0.06192660550458716,0.6666666666666666,0.3333333333333333
C790,SQL,Breaking into data science without a technical background,9.2,10240,251,17,9,4,0,INDIA,English,how-to;interview;review,0.02451171875,0.06772908366533864,0.5294117647058824,0.4444444444444444
C791,Design;Data Science,Fitness routines for desk workers,9.4,3560,73,3,1,0,0,INDIA,English,tutorial,0.02050561797752809,0.0410958904109589,0.3333333333333333,0.0
C792,Analytics;Finance,Essential tools every data scientist should know,5.6,4124,88,5,2,0,0,INDIA,English,how-to,0.02133850630455868,0.056818181818181816,0.4,0.0
C793,Web Dev;SQL,Web development trends and best practices,11.4,6785,87,2,1,0,0,INDIA,English,how-to;tips,0.012822402358142962,0.022988505747126436,0.5,0.0
C794,Fitness,Productivity hacks for remote workers,2.2,62630,1497,39,13,3,0,INDIA,English,deep-dive,0.023902283250838256,0.026052104208416832,0.3333333333333333,0.23076923076923078
C795,Statistics;Web Dev,Breaking into data science without a technical background,6.5,1149,20,1,1,0,0,INDIA,English,tutorial,0.017406440382941687,0.05,1.0,0.0
C796,Marketing;Data Science,Digital marketing strategies for small businesses,13.0,1623,24,1,1,0,0,INDIA,English,beginner-friendly;deep-dive,0.014787430683918669,0.041666666666666664,1.0,0.0
C797,Data Science;Gaming,Feature engineering techniques for better machine learning models,9.7,19042,406,21,11,5,0,INDIA,English,tips;deep-dive;beginner-friendly,0.021321289780485243,0.05172413793103448,0.5238095238095238,0.45454545454545453
C798,Fitness;Statistics,Healthy cooking recipes for busy professionals,7.6,4048,71,2,1,0,0,INDIA,English,interview,0.017539525691699604,0.028169014084507043,0.5,0.0
C799,Programming,Essential tools every data scientist should know,8.1,20046,382,23,12,4,0,INDIA,English,tips;deep-dive;interview,0.01905617080714357,0.060209424083769635,0.5217391304347826,0.3333333333333333
C800,Statistics;Web Dev,End-to-end data science project walkthrough from data to deployment,4.1,2848,72,5,3,1,0,INDIA,English,tips;tutorial;practical,0.025280898876404494,0.06944444444444445,0.6,0.3333333333333333
C801,Statistics,"Statistics for data science - probability, distributions, and hypothesis testing",1.9,500,7,1,1,0,0,INDIA,English,interview,0.014,0.14285714285714285,1.0,0.0
C802,Data Science,Career roadmap for aspiring data scientists in 2024,9.6,100000,2571,154,73,30,2,INDIA,English,practical;deep-dive,0.02571,0.059898872034227925,0.474025974025974,0.410958904109589
C803,SQL,SQL essentials for data analysis - from basics to advanced queries,12.9,11842,259,13,8,2,0,INDIA,English,tips;case-study,0.021871305522715757,0.05019305019305019,0.6153846153846154,0.25
C804,Web Dev,Personal finance tips for young professionals in India,4.9,2765,45,1,1,0,0,INDIA,English,case-study;tips;interview,0.0162748643761302,0.022222222222222223,1.0,0.0
C805,Machine Learning,Breaking into data science without a technical background,1.4,7450,171,11,8,3,0,INDIA,English,case-study;practical;review,0.02295302013422819,0.06432748538011696,0.7272727272727273,0.375
C806,Machine Learning,Essential tools every data scientist should know,8.4,12983,320,25,13,4,0,INDIA,English,practical;beginner-friendly,0.024647616113379033,0.078125,0.52,0.3076923076923077
C807,Career Advice,End-to-end data science project walkthrough from data to deployment,9.0,1868,43,2,1,0,0,INDIA,English,review;tips,0.023019271948608137,0.046511627906976744,0.5,0.0
C808,AI Tools;Health,Career roadmap for aspiring data scientists in 2024,2.5,5992,170,10,6,2,0,INDIA,English,beginner-friendly,0.028371161548731642,0.058823529411764705,0.6,0.3333333333333333
C809,Programming,Essential tools every data scientist should know,9.4,1976,42,3,1,0,0,INDIA,English,tips;tutorial;practical,0.02125506072874494,0.07142857142857142,0.3333333333333333,0.0
C810,Analytics,Feature engineering techniques for better machine learning models,3.9,3402,72,5,2,0,0,INDIA,English,interview;practical,0.021164021164021163,0.06944444444444445,0.4,0.0
C811,Machine Learning,Data visualization masterclass using Python matplotlib and seaborn,3.4,7364,180,14,9,4,0,INDIA,English,practical;tips,0.024443237370994023,0.07777777777777778,0.6428571428571429,0.4444444444444444
C812,Gaming,Web development trends and best practices,1.0,817,8,1,1,0,0,INDIA,English,case-study;interview;deep-dive,0.009791921664626682,0.125,1.0,0.0
C813,Career Advice,Essential tools every data scientist should know,9.1,6721,177,12,7,2,0,INDIA,English,deep-dive,0.026335366760898676,0.06779661016949153,0.5833333333333334,0.2857142857142857
C814,Programming,Feature engineering techniques for better machine learning models,10.3,6055,151,9,5,1,0,INDIA,English,tips,0.024938067712634186,0.059602649006622516,0.5555555555555556,0.2
C815,Statistics;Gaming,Complete Python tutorial for data science beginners with practical examples,5.4,6095,155,10,6,2,0,INDIA,English,review,0.02543068088597211,0.06451612903225806,0.6,0.3333333333333333
C816,Analytics,Essential tools every data scientist should know,4.4,500,7,1,1,0,0,INDIA,English,tips,0.014,0.14285714285714285,1.0,0.0
C817,AI Tools,"Statistics for data science - probability, distributions, and hypothesis testing",12.9,12840,370,30,16,6,0,INDIA,English,how-to;tips,0.02881619937694704,0.08108108108108109,0.5333333333333333,0.375
C818,Data Science,"Statistics for data science - probability, distributions, and hypothesis testing",11.3,4081,90,4,1,0,0,INDIA,English,advanced;deep-dive,0.022053418279833373,0.044444444444444446,0.25,0.0
C819,Productivity,Productivity hacks for remote workers,13.5,4674,61,2,1,0,0,INDIA,English,case-study;practical,0.01305091998288404,0.03278688524590164,0.5,0.0
C820,Machine Learning,SQL essentials for data analysis - from basics to advanced queries,0.5,3825,77,6,3,1,0,INDIA,English,tutorial;deep-dive,0.020130718954248367,0.07792207792207792,0.5,0.3333333333333333
C821,Marketing,Fitness routines for desk workers,13.8,14911,295,11,5,0,0,INDIA,English,advanced;interview,0.019784052042116557,0.03728813559322034,0.45454545454545453,0.0
C822,Python;Web Dev,Data visualization masterclass using Python matplotlib and seaborn,6.8,500,7,1,1,0,0,INDIA,English,deep-dive;interview,0.014,0.14285714285714285,1.0,0.0
C823,AI Tools;Health,SQL essentials for data analysis - from basics to advanced queries,0.9,12183,265,18,8,3,0,INDIA,English,review,0.021751621111384716,0.06792452830188679,0.4444444444444444,0.375
C824,Data Science,Breaking into data science without a technical background,13.1,863,11,1,1,0,0,INDIA,English,practical;tutorial;case-study,0.012746234067207415,0.09090909090909091,1.0,0.0
C825,AI Tools,Data visualization masterclass using Python matplotlib and seaborn,11.2,7000,163,10,4,1,0,INDIA,English,deep-dive;advanced,0.023285714285714285,0.06134969325153374,0.4,0.25
C826,Analytics,Data visualization masterclass using Python matplotlib and seaborn,1.9,5292,138,8,4,1,0,INDIA,English,practical,0.026077097505668934,0.057971014492753624,0.5,0.25
C827,Programming;Web Dev,Essential tools every data scientist should know,10.3,999,17,1,1,0,0,INDIA,English,tutorial,0.01701701701701702,0.058823529411764705,1.0,0.0
C828,Web Dev,Budget travel guide across India,8.8,11160,185,6,1,0,0,INDIA,English,how-to,0.016577060931899642,0.032432432432432434,0.16666666666666666,0.0
C829,Python;Fitness,Feature engineering techniques for better machine learning models,7.9,8593,177,12,9,3,0,INDIA,English,practical,0.020598161294076572,0.06779661016949153,0.75,0.3333333333333333
C830,Marketing;Programming,Digital marketing strategies for small businesses,5.8,973,7,1,1,0,0,INDIA,English,deep-dive;interview;review,0.007194244604316547,0.14285714285714285,1.0,0.0
C831,Machine Learning;Web Dev,SQL essentials for data analysis - from basics to advanced queries,7.2,9087,172,6,2,0,0,INDIA,English,practical;review,0.01892813909981292,0.03488372093023256,0.3333333333333333,0.0
C832,Programming,Machine learning fundamentals explained with real-world projects,12.1,3482,86,5,3,1,0,INDIA,English,beginner-friendly,0.02469844916714532,0.05813953488372093,0.6,0.3333333333333333
C833,Crypto,Personal finance tips for young professionals in India,13.2,6112,114,4,1,0,0,INDIA,English,case-study;deep-dive,0.018651832460732983,0.03508771929824561,0.25,0.0
C834,Programming,End-to-end data science project walkthrough from data to deployment,2.4,4199,96,5,2,0,0,INDIA,English,review;practical,0.02286258633007859,0.052083333333333336,0.4,0.0
C835,Gaming;AI Tools,Gaming industry insights and career opportunities,6.7,500,4,1,1,0,0,INDIA,English,tips;beginner-friendly,0.008,0.25,1.0,0.0
C836,Machine Learning,End-to-end data science project walkthrough from data to deployment,2.4,1465,31,1,1,0,0,INDIA,English,interview,0.021160409556313993,0.03225806451612903,1.0,0.0
C837,SQL,Essential tools every data scientist should know,4.9,4620,104,6,2,0,0,INDIA,English,how-to,0.022510822510822513,0.057692307692307696,0.3333333333333333,0.0
C838,Analytics;Finance,SQL essentials for data analysis - from basics to advanced queries,13.6,5592,152,6,4,1,0,INDIA,English,tutorial,0.027181688125894134,0.039473684210526314,0.6666666666666666,0.25
C839,Statistics;Design,Feature engineering techniques for better machine learning models,4.3,6431,162,7,3,1,0,INDIA,English,tutorial,0.0251904835950863,0.043209876543209874,0.42857142857142855,0.3333333333333333
C840,Gaming,UI/UX design principles for beginners,2.9,839,9,1,1,0,0,INDIA,English,tips;how-to;deep-dive,0.010727056019070322,0.1111111111111111,1.0,0.0
C841,Fitness;Python,Cryptocurrency basics and investment strategies,8.2,7003,121,5,1,0,0,INDIA,English,advanced,0.01727830929601599,0.04132231404958678,0.2,0.0
C842,Data Science,Essential tools every data scientist should know,11.2,5944,177,10,5,1,0,INDIA,English,tutorial;beginner-friendly,0.02977792732166891,0.05649717514124294,0.5,0.2
C843,Career Advice,End-to-end data science project walkthrough from data to deployment,10.9,761,11,1,1,0,0,INDIA,English,deep-dive;how-to,0.01445466491458607,0.09090909090909091,1.0,0.0
C844,Programming,Breaking into data science without a technical background,11.6,1355,32,1,1,0,0,INDIA,English,practical;tutorial,0.023616236162361623,0.03125,1.0,0.0
C845,Machine Learning;Crypto,Career roadmap for aspiring data scientists in 2024,9.2,13784,323,17,9,3,0,INDIA,English,advanced;tutorial,0.023432965757399882,0.05263157894736842,0.5294117647058824,0.3333333333333333
C846,SQL,SQL essentials for data analysis - from basics to advanced queries,9.2,1221,24,1,1,0,0,INDIA,English,interview,0.019656019656019656,0.041666666666666664,1.0,0.0
C847,Web Dev;Programming,UI/UX design principles for beginners,3.7,9070,170,5,1,0,0,INDIA,English,beginner-friendly,0.018743109151047408,0.029411764705882353,0.2,0.0
C848,Analytics;Finance,Feature engineering techniques for better machine learning models,2.0,12581,250,14,6,2,0,INDIA,English,how-to;practical,0.019871234401080996,0.056,0.42857142857142855,0.3333333333333333
C849,Python;Cooking,Career roadmap for aspiring data scientists in 2024,11.0,55580,1457,76,40,13,0,INDIA,English,case-study;advanced;how-to,0.026214465635120546,0.05216197666437886,0.5263157894736842,0.325
C850,Career Advice,"Statistics for data science - probability, distributions, and hypothesis testing",3.9,10561,248,12,7,3,0,INDIA,English,interview,0.02348262475144399,0.04838709677419355,0.5833333333333334,0.42857142857142855
C851,Web Dev,Digital marketing strategies for small businesses,10.1,5940,85,3,1,0,0,INDIA,English,advanced;tutorial;deep-dive,0.01430976430976431,0.03529411764705882,0.3333333333333333,0.0
C852,Programming,Data visualization masterclass using Python matplotlib and seaborn,6.3,11657,319,15,9,3,0,INDIA,English,case-study;practical;tips,0.02736553144033628,0.047021943573667714,0.6,0.3333333333333333
C853,Marketing,Cryptocurrency basics and investment strategies,1.6,3287,55,2,1,0,0,INDIA,English,deep-dive,0.01673258290234256,0.03636363636363636,0.5,0.0
C854,AI Tools,Data visualization masterclass using Python matplotlib and seaborn,9.6,5781,134,8,3,0,0,INDIA,English,tips,0.023179380729977512,0.05970149253731343,0.375,0.0
C855,Health,Healthy cooking recipes for busy professionals,13.0,1114,14,1,1,0,0,INDIA,English,how-to;tutorial;deep-dive,0.012567324955116697,0.07142857142857142,1.0,0.0
C856,Python,Career roadmap for aspiring data scientists in 2024,8.4,772,16,1,1,0,0,INDIA,English,review;advanced,0.02072538860103627,0.0625,1.0,0.0
C857,Machine Learning;Health,"Statistics for data science - probability, distributions, and hypothesis testing",9.1,693,13,1,1,0,0,INDIA,English,deep-dive,0.01875901875901876,0.07692307692307693,1.0,0.0
